,online_order,book_table,votes,rest_type,dish_liked,cuisines,cost,type,rate
0,-0.6609119379372168,-1.5154436990880604,0.04193823768175434,-0.6744151384387753,0.6735386036540668,-1.020007976367799,0.006825655030740036,-2.236973925350185,4.1
1,-0.6609119379372168,0.6598727492164601,0.051424202159074915,-0.6744151384387753,0.6735386036540668,-1.0169436010591282,0.006825655030740036,-2.236973925350185,4.1
2,-0.6609119379372168,0.6598727492164601,0.1549793143698245,-0.4228715013042298,0.6735386036540668,-1.0138792257504574,0.006825655030740036,-2.236973925350185,3.8
3,1.513060882393979,0.6598727492164601,-0.5011332286448485,-0.17132786416968432,-2.2182540054973425,-1.0108148504417866,-0.9248114383061892,-2.236973925350185,3.7
4,1.513060882393979,0.6598727492164601,-0.43947445954226483,-0.6744151384387753,-1.7362885706387745,-1.0077504751331157,-0.36582918230403166,-2.236973925350185,3.8
5,-0.6609119379372168,0.6598727492164601,-0.3446148147690591,-0.6744151384387753,0.6735386036540668,-1.004686099824445,-0.36582918230403166,-2.236973925350185,3.8
6,-0.6609119379372168,-1.5154436990880604,1.449813465524083,-0.6744151384387753,0.6735386036540668,-1.0016217245157741,-0.36582918230403166,-1.4739747092520998,4.6
7,-0.6609119379372168,0.6598727492164601,-0.3145759272575439,-0.4228715013042298,0.6735386036540668,-0.9985573492071033,-0.1795017636366458,-1.4739747092520998,4.0
8,-0.6609119379372168,0.6598727492164601,-0.1722864600977353,-0.4228715013042298,0.6735386036540668,-0.9954929738984325,-0.45899289163772455,-1.4739747092520998,4.2
9,-0.6609119379372168,0.6598727492164601,-0.2529171581549602,-0.4228715013042298,0.6735386036540668,-0.9924285985897616,-0.5521566009714175,-1.4739747092520998,4.1
10,-0.6609119379372168,-1.5154436990880604,-0.45212241217869226,-0.4228715013042298,0.6735386036540668,-0.9985573492071033,-0.36582918230403166,-1.4739747092520998,4.2
11,-0.6609119379372168,-1.5154436990880604,-0.44105545362181825,-0.4228715013042298,0.6735386036540668,-0.9893642232810909,-0.5521566009714175,-1.4739747092520998,4.2
12,1.513060882393979,0.6598727492164601,-0.23552622327987247,-0.4228715013042298,0.6735386036540668,-0.9862998479724201,-0.6453203103051104,-1.4739747092520998,4.0
13,-0.6609119379372168,0.6598727492164601,0.1549793143698245,-0.4228715013042298,0.6735386036540668,-1.0138792257504574,0.006825655030740036,-1.4739747092520998,3.8
14,-0.6609119379372168,0.6598727492164601,-0.49955223456529513,-0.4228715013042298,0.6735386036540668,-0.9924285985897616,-0.2726654729703387,-1.4739747092520998,3.8
15,-0.6609119379372168,0.6598727492164601,-0.46556086185489637,-0.4228715013042298,0.6735386036540668,-0.9832354726637492,0.006825655030740036,-1.4739747092520998,3.9
16,-0.6609119379372168,0.6598727492164601,-0.4568653944173525,-0.4228715013042298,0.6735386036540668,-0.9801710973550785,-0.1795017636366458,-1.4739747092520998,3.8
17,1.513060882393979,0.6598727492164601,-0.49718074344596497,-0.4228715013042298,-1.2543231357802063,-0.9771067220464076,-0.9248114383061892,-1.4739747092520998,3.9
